t,A,B,C,D,E,
18.024197,0,80,355,432,133,
18.044197,0,80,354,433,133,
18.063843,0,79,355,433,133,
18.073660,0,78,356,433,133,
18.081831,0,78,355,434,133,
18.093609,0,77,356,434,133,
18.105165,0,77,355,435,133,
18.115482,0,76,356,435,133,
18.142653,0,76,355,436,133,
18.169842,0,75,356,436,133,
18.181284,0,75,356,435,134,
18.192257,0,75,355,436,134,
18.201437,0,75,354,437,134,
18.219292,0,75,354,436,135,
18.227314,0,75,353,437,135,
18.254847,0,75,352,438,135,
18.268187,0,74,353,438,135,
18.297041,0,74,352,439,135,
18.305920,0,74,352,438,136,
18.314163,0,74,351,439,136,
18.322084,0,74,351,438,137,
18.353157,0,74,350,439,137,
18.377222,0,73,351,439,137,
18.385590,0,73,351,438,138,
18.395023,0,73,350,439,138,
18.409849,0,73,349,440,138,
18.418360,0,73,349,439,139,
18.426279,0,73,348,440,139,
18.460079,0,73,348,439,140,
18.472130,0,73,347,440,140,
18.480438,0,73,346,441,140,
18.507767,0,72,347,441,140,
18.537090,0,72,346,442,140,
18.551914,0,72,345,443,140,
18.562922,0,72,344,444,140,
18.571745,0,72,343,445,140,
18.580330,0,71,344,445,140,
18.596571,0,71,344,444,141,
18.611082,0,70,345,444,141,
18.632504,0,70,344,445,141,
18.652384,0,69,345,445,141,
18.661444,0,69,344,446,141,
18.679850,0,69,344,445,142,
18.703793,0,69,344,444,143,
18.718996,0,69,343,445,143,
18.727346,0,69,342,446,143,
18.741756,0,69,341,447,143,
18.761019,0,68,342,447,143,
18.794102,0,67,343,447,143,
18.808556,0,66,344,447,143,
18.820211,0,66,344,446,144,
18.831957,0,66,343,447,144,
18.861450,0,66,343,446,145,
18.869684,0,66,342,447,145,
18.878330,0,66,341,448,145,
18.891859,0,66,341,447,146,
18.902643,0,66,341,446,147,
18.911421,0,65,342,446,147,
18.922430,0,65,342,445,148,
18.932652,0,65,342,444,149,
18.942986,0,65,341,445,149,
18.952219,0,64,342,445,149,
18.967588,0,63,343,445,149,
18.976740,0,62,344,445,149,
18.986595,0,62,343,446,149,
19.000383,0,62,342,447,149,
19.067327,0,62,342,446,150,
19.093904,0,61,343,446,150,
19.127678,0,61,343,445,151,
19.136192,0,61,342,446,151,
19.144876,0,61,342,445,152,
19.170490,0,60,343,445,152,
19.180883,0,60,342,446,152,
19.189621,0,59,343,446,152,
19.209545,0,59,342,447,152,
19.218239,0,59,342,446,153,
19.232141,0,58,343,446,153,
19.250574,0,58,343,445,154,
19.262300,0,57,344,445,154,
19.271101,0,57,343,446,154,
19.282648,0,57,343,445,155,
19.303829,0,56,344,445,155,
19.313511,0,56,343,446,155,
19.346899,0,56,343,445,156,
19.358074,0,56,343,444,157,
19.369375,0,56,342,445,157,
19.381319,0,56,342,444,158,
19.398510,0,56,341,445,158,
19.416256,0,56,340,446,158,
19.427523,0,56,339,447,158,
19.466270,0,56,339,446,159,
19.487764,0,56,339,445,160,
19.501276,0,55,340,445,160,
19.519531,0,55,339,446,160,
19.539970,0,55,338,447,160,
19.551193,0,55,337,448,160,
19.561844,0,55,337,447,161,
19.576782,0,55,337,446,162,
19.591272,0,55,337,445,163,
19.602243,0,55,337,444,164,
19.619455,0,55,336,445,164,
19.654770,0,55,335,446,164,
19.681805,0,55,335,445,165,
19.697376,0,55,335,444,166,
19.710125,0,55,334,445,166,
19.741068,0,55,334,444,167,
19.750544,0,55,333,445,167,
19.762854,0,55,332,446,167,
19.777843,0,54,333,446,167,
19.795324,0,54,332,447,167,
19.809597,0,54,331,448,167,
19.819569,0,54,330,449,167,
19.843813,0,54,330,448,168,
19.852222,0,54,330,447,169,
19.862211,0,54,330,446,170,
19.872261,0,54,330,445,171,
19.880953,0,54,330,444,172,
19.907471,0,54,330,443,173,
19.917780,0,54,329,444,173,
19.942589,0,54,328,445,173,
19.952337,0,54,328,444,174,
19.977816,0,54,328,443,175,
19.987616,0,54,327,444,175,
20.015968,0,54,327,443,176,
20.025156,0,54,327,442,177,
20.036650,0,53,328,442,177,
20.045650,0,53,327,443,177,
20.074320,0,53,326,444,177,
20.085920,0,53,325,445,177,
20.120386,0,53,324,446,177,
20.132423,0,53,323,447,177,
20.154551,0,53,323,446,178,
20.167252,0,53,322,447,178,
20.199055,0,53,321,448,178,
20.217209,0,53,320,449,178,
20.226963,0,52,321,449,178,
20.235859,0,52,321,448,179,
20.247868,0,52,320,449,179,
20.258923,0,52,319,450,179,
20.273825,0,51,320,450,179,
20.286108,0,51,319,451,179,
20.306944,0,51,318,452,179,
20.335558,0,51,317,453,179,
20.373831,0,51,316,454,179,
20.388960,0,51,316,453,180,
20.403690,0,51,315,454,180,
20.412989,0,51,315,453,181,
20.423252,0,51,314,454,181,
20.432407,0,50,315,454,181,
20.449360,0,49,316,454,181,
20.462109,0,49,315,455,181,
20.476126,0,49,315,454,182,
20.485012,0,49,314,455,182,
20.494783,0,49,313,456,182,
20.515244,0,48,314,456,182,
20.549871,0,47,315,456,182,
20.561411,0,46,316,456,182,
20.572426,0,46,315,457,182,
20.583118,0,45,316,457,182,
20.599934,0,44,317,457,182,
20.608950,0,44,317,456,183,
20.625664,0,44,316,457,183,
20.640072,0,44,315,458,183,
20.652128,0,44,315,457,184,
20.665131,0,44,314,458,184,
20.684399,0,44,314,457,185,
20.701513,0,44,314,456,186,
20.720558,0,43,315,456,186,
20.730206,0,43,315,455,187,
20.771904,0,43,314,456,187,
20.791691,0,43,314,455,188,
20.824125,0,42,315,455,188,
20.852844,0,42,314,456,188,
20.873323,0,42,313,457,188,
20.889084,0,41,314,457,188,
20.898224,0,41,313,458,188,
20.908207,0,41,312,459,188,
20.928402,0,41,311,460,188,
20.938139,0,41,310,461,188,
20.951225,0,41,310,460,189,
20.964666,0,41,309,461,189,
20.975010,0,41,308,462,189,
21.007154,0,41,308,461,190,
21.016687,0,41,308,460,191,
21.044088,0,41,308,459,192,
21.061361,0,41,307,460,192,
21.074158,0,41,306,461,192,
21.087301,0,41,305,462,192,
21.096771,0,41,305,461,193,
21.120178,0,41,304,462,193,
21.132254,0,41,304,461,194,
21.147915,0,41,303,462,194,
21.173433,0,41,303,461,195,
21.187572,0,41,303,460,196,
21.201017,0,41,302,461,196,
21.212351,0,41,301,462,196,
21.221384,0,41,301,461,197,
21.231779,0,41,300,462,197,
21.253569,0,41,300,461,198,
21.262922,0,41,299,462,198,
21.288733,0,41,299,461,199,
21.308348,0,41,298,462,199,
21.326263,0,41,298,461,200,
21.342962,0,41,297,462,200,
21.359818,0,41,297,461,201,
21.399744,0,41,296,462,201,
21.409840,0,41,295,463,201,
21.423700,0,41,295,462,202,
21.472273,0,41,295,461,203,
21.497887,0,41,294,462,203,
21.509394,0,41,293,463,203,
21.519257,0,41,292,464,203,
21.539925,0,41,291,465,203,
21.550900,0,41,291,464,204,
21.560411,0,41,291,463,205,
21.587976,0,41,290,464,205,
21.605703,0,41,289,465,205,
21.627682,0,41,288,466,205,
21.637630,0,41,287,467,205,
21.650337,0,41,286,468,205,
21.660624,0,41,286,467,206,
21.679651,0,41,285,468,206,
21.752111,0,41,284,469,206,
21.767944,0,41,284,468,207,
21.784964,0,41,283,469,207,
21.796324,0,41,282,470,207,
21.809368,0,40,283,470,207,
21.819641,0,40,283,469,208,
21.842638,0,40,283,468,209,
21.852736,0,40,282,469,209,
21.879948,0,40,281,470,209,
21.896887,0,40,280,471,209,
21.916380,0,40,279,472,209,
21.942255,0,39,280,472,209,
21.952663,0,38,281,472,209,
21.995623,0,38,280,473,209,
22.005285,0,38,279,474,209,
22.026472,0,37,280,474,209,
22.053795,0,36,281,474,209,
22.072525,0,36,281,473,210,
22.082148,0,36,280,474,210,
22.100014,0,36,280,473,211,
22.125628,0,36,279,474,211,
22.136438,0,36,279,473,212,
22.159719,0,36,278,474,212,
22.175705,0,36,277,475,212,
22.204447,0,36,277,474,213,
22.220547,0,36,276,475,213,
22.232349,0,36,276,474,214,
22.260744,0,35,277,474,214,
22.283880,0,35,276,475,214,
22.300909,0,35,276,474,215,
22.316381,0,35,276,473,216,
22.332035,0,35,275,474,216,
22.343508,0,35,274,475,216,
22.373148,0,35,274,474,217,
22.405249,0,35,273,475,217,
22.427206,0,35,272,476,217,
22.446146,0,35,272,475,218,
22.457676,0,34,273,475,218,
22.484541,0,34,272,476,218,
22.497747,0,34,271,477,218,
22.513376,0,34,271,476,219,
22.523346,0,33,272,476,219,
22.540720,0,33,272,475,220,
22.552036,0,33,271,476,220,
22.574001,0,32,272,476,220,
22.594223,0,31,273,476,220,
22.650673,0,31,273,475,221,
22.681372,0,31,272,476,221,
22.696127,0,31,272,475,222,
22.713531,0,31,272,474,223,
22.725735,0,31,271,475,223,
22.739449,0,31,271,474,224,
22.769869,0,31,270,475,224,
22.815277,0,31,269,476,224,
22.829561,0,31,269,475,225,
22.840034,0,31,268,476,225,
22.855310,0,31,267,477,225,
22.873259,0,31,267,476,226,
22.885475,0,31,266,477,226,
22.895931,0,31,265,478,226,
22.917311,0,31,264,479,226,
22.930538,0,31,264,478,227,
22.945539,0,31,263,479,227,
22.957567,0,31,263,478,228,
22.972288,0,31,262,479,228,
22.992762,0,31,262,478,229,
23.003801,0,31,261,479,229,
23.017584,0,30,262,479,229,
23.027559,0,30,261,480,229,
23.037889,0,30,261,479,230,
23.062151,0,30,261,478,231,
23.072067,0,30,261,477,232,
23.091148,0,30,260,478,232,
23.114367,0,30,259,479,232,
23.125481,0,30,259,478,233,
23.138889,0,30,258,479,233,
23.154478,0,30,258,478,234,
23.186533,0,30,258,477,235,
23.197109,0,29,259,477,235,
23.207767,0,28,260,477,235,
23.227001,0,28,260,476,236,
23.240395,0,28,259,477,236,
23.252274,0,28,258,478,236,
23.293293,0,28,258,477,237,
23.323084,0,28,258,476,238,
23.336514,0,28,258,475,239,
23.347315,0,28,258,474,240,
23.374508,0,28,258,473,241,
23.393665,0,28,257,474,241,
23.410553,0,27,258,474,241,
23.422501,0,27,258,473,242,
23.445147,0,27,257,474,242,
23.455627,0,27,256,475,242,
23.469810,0,27,255,476,242,
23.482409,0,27,255,475,243,
23.545347,0,27,254,476,243,
23.557878,0,26,255,476,243,
23.572113,0,26,255,475,244,
23.588358,0,26,255,474,245,
23.600149,0,26,254,475,245,
23.611826,0,26,254,474,246,
23.624302,0,26,254,473,247,
23.636744,0,25,255,473,247,
23.650078,0,25,255,472,248,
23.668034,0,25,255,471,249,
23.696539,0,25,255,470,250,
23.711140,0,25,254,471,250,
23.761152,0,25,254,470,251,
23.784733,0,25,253,471,251,
23.805487,0,25,253,470,252,
23.818920,0,25,253,469,253,
23.830801,0,25,252,470,253,
23.849802,0,24,253,470,253,
23.862938,0,23,254,470,253,
23.874844,0,23,253,471,253,
23.893175,0,23,252,472,253,
23.916096,0,23,252,471,254,
23.941254,0,23,251,472,254,
23.965040,0,23,251,471,255,
23.975863,0,23,251,470,256,
23.995825,0,23,251,469,257,
24.007687,0,23,251,468,258,
24.018225,0,23,250,469,258,
24.028849,0,23,249,470,258,
24.044077,0,23,248,471,258,
24.058865,0,23,247,472,258,
24.074234,0,23,247,471,259,
24.096397,0,23,246,472,259,
24.120090,0,23,245,473,259,
24.133804,0,23,245,472,260,
24.153841,0,23,245,471,261,
24.165514,0,23,244,472,261,
24.220346,0,22,245,472,261,
24.235378,0,22,245,471,262,
24.247864,0,22,245,470,263,
24.259583,0,22,245,469,264,
24.272297,0,22,245,468,265,
24.289074,0,22,245,467,266,
24.310266,0,22,244,468,266,
24.326033,0,22,244,467,267,
24.345423,0,22,243,468,267,
24.358175,0,21,244,468,267,
24.403225,0,21,243,469,267,
24.474287,0,21,243,468,268,
24.496473,0,21,243,467,269,
24.515575,0,21,242,468,269,
24.526804,0,21,242,467,270,
24.564226,0,21,242,466,271,
24.575983,0,21,242,465,272,
24.589611,0,21,241,466,272,
24.611534,0,21,240,467,272,
24.625305,0,20,241,467,272,
24.637571,0,20,241,466,273,
24.659891,0,20,240,467,273,
24.686541,0,20,239,468,273,
24.709555,0,20,238,469,273,
24.737820,0,20,237,470,273,
24.762945,0,20,236,471,273,
24.783266,0,20,236,470,274,
24.799299,0,20,235,471,274,
24.827478,0,20,234,472,274,
24.841539,0,20,234,471,275,
24.863886,0,20,234,470,276,
24.876137,0,20,233,471,276,
24.920677,0,20,232,472,276,
24.975672,0,20,231,473,276,
24.986725,0,19,232,473,276,
25.002615,0,19,231,474,276,
25.042545,0,19,230,475,276,
25.057049,0,19,229,476,276,
25.081985,0,19,229,475,277,
25.097795,0,19,229,474,278,
25.117353,0,19,228,475,278,
25.141090,0,19,227,476,278,
25.152636,0,19,227,475,279,
25.174181,0,19,226,476,279,
25.185558,0,19,225,477,279,
25.211020,0,19,224,478,279,
25.232622,0,19,224,477,280,
25.280102,0,19,224,476,281,
25.292334,0,18,225,476,281,
25.312269,0,18,225,475,282,
25.331266,0,18,224,476,282,
25.343287,0,18,224,475,283,
25.358156,0,17,225,475,283,
25.377693,0,17,225,474,284,
25.432728,0,17,224,475,284,
25.451939,0,17,224,474,285,
25.478811,0,17,223,475,285,
25.491365,0,17,223,474,286,
25.510065,0,17,222,475,286,
25.521833,0,17,221,476,286,
25.545513,0,17,221,475,287,
25.576668,0,17,220,476,287,
25.589109,0,17,220,475,288,
25.621605,0,17,219,476,288,
25.650824,0,16,220,476,288,
25.667454,0,15,221,476,288,
25.717289,0,15,221,475,289,
25.742371,0,15,220,476,289,
25.758467,0,15,220,475,290,
25.774141,0,15,220,474,291,
25.825703,0,15,219,475,291,
25.840849,0,15,218,476,291,
25.859982,0,15,217,477,291,
25.878853,0,15,217,476,292,
25.894552,0,15,216,477,292,
25.927219,0,15,216,476,293,
25.941540,0,15,215,477,293,
25.957420,0,15,215,476,294,
25.969719,0,15,214,477,294,
25.981478,0,15,214,476,295,
25.995464,0,15,214,475,296,
26.010025,0,15,214,474,297,
26.029224,0,15,214,473,298,
26.044237,0,14,215,473,298,
26.056313,0,14,215,472,299,
26.069296,0,13,216,472,299,
26.086727,0,13,215,473,299,
26.100792,0,13,215,472,300,
26.116556,0,13,215,471,301,
26.138430,0,13,215,470,302,
26.150663,0,13,214,471,302,
26.171690,0,13,214,470,303,
26.201178,0,13,213,471,303,
26.215746,0,13,213,470,304,
26.233646,0,13,213,469,305,
26.247774,0,13,212,470,305,
26.323730,0,13,212,469,306,
26.357603,0,13,211,470,306,
26.375862,0,13,211,469,307,
26.387863,0,13,211,468,308,
26.407269,0,13,211,467,309,
26.427481,0,13,211,466,310,
26.455698,0,13,210,467,310,
26.475929,0,12,211,467,310,
26.518894,0,12,210,468,310,
26.536427,0,12,210,467,311,
26.551363,0,12,209,468,311,
26.578480,0,12,209,467,312,
26.618422,0,12,208,468,312,
26.638943,0,12,208,467,313,
26.653040,0,11,209,467,313,
26.676746,0,11,208,468,313,
26.689585,0,11,208,467,314,
26.711739,0,11,207,468,314,
26.726763,0,11,206,469,314,
26.742619,0,11,205,470,314,
26.759130,0,11,204,471,314,
26.788540,0,11,204,470,315,
26.801277,0,11,204,469,316,
26.813662,0,11,204,468,317,
26.839796,0,11,204,467,318,
26.852211,0,11,203,468,318,
26.868015,0,11,203,467,319,
26.917852,0,11,203,466,320,
26.939489,0,11,203,465,321,
26.984432,0,11,202,466,321,
26.999924,0,11,202,465,322,
27.015699,0,11,201,466,322,
27.038668,0,11,201,465,323,
27.056236,0,11,201,464,324,
27.084667,0,11,201,463,325,
27.098501,0,11,201,462,326,
27.134848,0,11,201,461,327,
27.151073,0,11,200,462,327,
27.164364,0,11,200,461,328,
27.177643,0,11,200,460,329,
27.191895,0,11,200,459,330,
27.215261,0,11,200,458,331,
27.233822,0,11,199,459,331,
27.262121,0,11,199,458,332,
27.288244,0,11,199,457,333,
27.314705,0,11,199,456,334,
27.330154,0,11,199,455,335,
27.349556,0,11,198,456,335,
27.369514,0,11,198,455,336,
27.382750,0,11,198,454,337,
27.415445,0,11,198,453,338,
27.457157,0,11,197,454,338,
27.474449,0,11,197,453,339,
27.508289,0,11,197,452,340,
27.523355,0,11,196,453,340,
27.538664,0,11,196,452,341,
27.588131,0,11,196,451,342,
27.617439,0,11,195,452,342,
27.633202,0,11,194,453,342,
27.645910,0,11,193,454,342,
27.674818,0,11,192,455,342,
27.701059,0,11,191,456,342,
27.716173,0,11,191,455,343,
27.729958,0,11,191,454,344,
27.779329,0,11,191,453,345,
27.800373,0,11,191,452,346,
27.819511,0,11,190,453,346,
27.835445,0,11,189,454,346,
27.848114,0,11,188,455,346,
27.865871,0,11,188,454,347,
27.880766,0,10,189,454,347,
27.925838,0,10,189,453,348,
27.939701,0,10,188,454,348,
27.956173,0,10,187,455,348,
27.988813,0,10,187,454,349,
28.001724,0,10,186,455,349,
28.015259,0,10,185,456,349,
28.122984,0,9,186,456,349,
28.138559,0,9,186,455,350,
28.161171,0,9,186,454,351,
28.201508,0,9,186,453,352,
28.215425,0,9,186,452,353,
28.232317,0,9,186,451,354,
28.261370,0,9,185,452,354,
28.285820,0,9,185,451,355,
28.305912,0,9,184,452,355,
28.330332,0,9,184,451,356,
28.348835,0,9,184,450,357,
28.363529,0,9,184,449,358,
28.379805,0,9,183,450,358,
28.393192,0,9,182,451,358,
28.429306,0,9,182,450,359,
28.458881,0,9,182,449,360,
28.473045,0,9,182,448,361,
28.492569,0,8,183,448,361,
28.516457,0,8,182,449,361,
28.553419,0,8,181,450,361,
28.584078,0,8,180,451,361,
28.600410,0,8,179,452,361,
28.615156,0,8,179,451,362,
28.630442,0,8,179,450,363,
28.661467,0,8,178,451,363,
28.691240,0,8,178,450,364,
28.709629,0,8,177,451,364,
28.730597,0,8,177,450,365,
28.752800,0,8,176,451,365,
28.769754,0,8,176,450,366,
28.787203,0,8,175,451,366,
28.845837,0,8,175,450,367,
28.860376,0,7,176,450,367,
28.899700,0,7,175,451,367,
28.924896,0,7,174,452,367,
28.966312,0,7,173,453,367,
29.005220,0,7,173,452,368,
29.021551,0,7,173,451,369,
29.037476,0,7,172,452,369,
29.051338,0,7,171,453,369,
29.065002,0,7,170,454,369,
29.086798,0,7,169,455,369,
29.110079,0,7,169,454,370,
29.159824,0,7,169,453,371,
29.178457,0,7,168,454,371,
29.192554,0,7,168,453,372,
29.207102,0,7,167,454,372,
29.232681,0,7,167,453,373,
29.248358,0,7,166,454,373,
29.288368,0,7,166,453,374,
29.306170,0,7,166,452,375,
29.336170,0,7,166,451,376,
29.387909,0,7,165,452,376,
29.408308,0,7,165,451,377,
29.426929,0,7,164,452,377,
29.445631,0,7,163,453,377,
29.464947,0,7,162,454,377,
29.503199,0,7,161,455,377,
29.518625,0,7,161,454,378,
29.539764,0,7,160,455,378,
29.555157,0,7,160,454,379,
29.569958,0,7,159,455,379,
29.589514,0,7,159,454,380,
29.629480,0,7,158,455,380,
29.670994,0,7,158,454,381,
29.702816,0,7,157,455,381,
29.720049,0,7,157,454,382,
29.743834,0,7,157,453,383,
29.758308,0,7,156,454,383,
29.779688,0,7,156,453,384,
29.795607,0,7,155,454,384,
29.812561,0,7,155,453,385,
29.837004,0,7,154,454,385,
29.904032,0,7,154,453,386,
29.935753,0,6,155,453,386,
29.957649,0,6,154,454,386,
29.975946,0,6,153,455,386,
30.000784,0,6,152,456,386,
30.021090,0,6,152,455,387,
30.050480,0,6,152,454,388,
30.074457,0,6,151,455,388,
30.102676,0,6,151,454,389,
30.118416,0,6,150,455,389,
30.136263,0,6,149,456,389,
30.158491,0,6,149,455,390,
30.180330,0,6,149,454,391,
30.203575,0,6,148,455,391,
30.234583,0,6,148,454,392,
30.250242,0,6,148,453,393,
30.268909,0,6,148,452,394,
30.284378,0,6,147,453,394,
30.318937,0,6,147,452,395,
30.340075,0,6,147,451,396,
30.369671,0,6,147,450,397,
30.389038,0,6,146,451,397,
30.414782,0,6,146,450,398,
30.445057,0,6,145,451,398,
30.470247,0,6,144,452,398,
30.487938,0,6,144,451,399,
30.507624,0,6,144,450,400,
30.541456,0,6,144,449,401,
30.582508,0,6,144,448,402,
30.598930,0,6,143,449,402,
30.620901,0,6,143,448,403,
30.637228,0,6,143,447,404,
30.657936,0,6,142,448,404,
30.673561,0,6,142,447,405,
30.710524,0,6,141,448,405,
30.726416,0,6,141,447,406,
30.817511,0,6,141,446,407,
30.845093,0,5,142,446,407,
30.888865,0,5,142,445,408,
30.940874,0,5,141,446,408,
30.955729,0,5,140,447,408,
30.975071,0,5,139,448,408,
31.029678,0,5,139,447,409,
31.065657,0,5,139,446,410,
31.099680,0,5,138,447,410,
31.124079,0,5,138,446,411,
31.139648,0,5,138,445,412,
31.157753,0,5,137,446,412,
31.173386,0,5,136,447,412,
31.198357,0,5,135,448,412,
31.219362,0,5,134,449,412,
31.235437,0,5,133,450,412,
31.253365,0,5,132,451,412,
31.321161,0,5,132,450,413,
31.343454,0,5,131,451,413,
31.359297,0,4,132,451,413,
31.382385,0,4,131,452,413,
31.400921,0,4,131,451,414,
31.439014,0,4,130,452,414,
31.456356,0,4,130,451,415,
31.476372,0,4,130,450,416,
31.500481,0,4,130,449,417,
31.592930,0,4,130,448,418,
31.669441,0,4,129,449,418,
31.696587,0,4,129,448,419,
31.717014,0,4,129,447,420,
31.772543,0,4,129,446,421,
31.808455,0,4,129,445,422,
31.833860,0,4,129,444,423,
31.871929,0,4,129,443,424,
31.894508,0,4,129,442,425,
31.913658,0,4,129,441,426,
31.932518,0,4,128,442,426,
31.983082,0,4,128,441,427,
32.001560,0,4,128,440,428,
32.023617,0,4,127,441,428,
32.046928,0,4,127,440,429,
32.070873,0,4,127,439,430,
32.101624,0,4,126,440,430,
32.128544,0,4,126,439,431,
32.145432,0,4,126,438,432,
32.206329,0,3,127,438,432,
32.254021,0,3,127,437,433,
32.275249,0,3,127,436,434,
32.333447,0,3,127,435,435,
32.412209,0,3,127,434,436,
32.453999,0,3,127,433,437,
32.471184,0,3,126,434,437,
32.499340,0,3,125,435,437,
32.515545,0,3,125,434,438,
32.537663,0,3,125,433,439,
32.554626,0,3,125,432,440,
32.658524,0,3,124,433,440,
32.679512,0,3,123,434,440,
32.696293,0,2,124,434,440,
32.718708,0,2,123,435,440,
32.737541,0,2,123,434,441,
32.758434,0,2,122,435,441,
32.785717,0,2,122,434,442,
32.806438,0,2,122,433,443,
32.846519,0,2,122,432,444,
32.867462,0,2,122,431,445,
32.896683,0,2,121,432,445,
32.915855,0,2,120,433,445,
32.932976,0,2,120,432,446,
32.953449,0,2,120,431,447,
32.989269,0,1,121,431,447,
33.039780,0,1,121,430,448,
33.152187,0,1,121,429,449,
33.174931,0,1,121,428,450,
33.195423,0,1,121,427,451,
33.224258,0,1,121,426,452,
33.240993,0,1,121,425,453,
33.270180,0,1,121,424,454,
33.312344,0,1,121,423,455,
33.330578,0,1,120,424,455,
33.363846,0,1,119,425,455,
33.389381,0,1,118,426,455,
33.429592,0,1,118,425,456,
33.460609,0,1,117,426,456,
33.477741,0,1,116,427,456,
33.502956,0,1,116,426,457,
33.523911,0,1,116,425,458,
33.541794,0,1,116,424,459,
33.577038,0,1,115,425,459,
33.613316,0,1,114,426,459,
33.654942,0,1,113,427,459,
33.674957,0,1,113,426,460,
33.728115,0,1,113,425,461,
33.807129,0,1,112,426,461,
33.841698,0,1,111,427,461,
33.861980,0,1,111,426,462,
33.904011,0,1,110,427,462,
33.948650,0,1,110,426,463,
33.969013,0,1,110,425,464,
33.995308,0,1,109,426,464,
34.017136,0,1,109,425,465,
34.038960,0,1,109,424,466,
34.065300,0,1,108,425,466,
34.092953,0,1,108,424,467,
34.111198,0,1,108,423,468,
34.131145,0,1,108,422,469,
34.151005,0,1,108,421,470,
34.172707,0,1,108,420,471,
34.194962,0,1,107,421,471,
34.244099,0,1,107,420,472,
34.268036,0,1,107,419,473,
34.287971,0,1,106,420,473,
34.310867,0,1,105,421,473,
34.359711,0,1,104,422,473,
34.442501,0,1,104,421,474,
34.461441,0,1,103,422,474,
34.493523,0,1,102,423,474,
34.512005,0,1,101,424,474,
34.544754,0,1,101,423,475,
34.570961,0,1,101,422,476,
34.619740,0,1,100,423,476,
34.640797,0,1,100,422,477,
34.701946,0,1,100,421,478,
34.719959,0,1,99,422,478,
34.775887,0,1,99,421,479,
34.816647,0,1,99,420,480,
34.835682,0,1,99,419,481,
34.862492,0,1,99,418,482,
34.939285,0,1,99,417,483,
34.959564,0,1,99,416,484,
35.007793,0,1,99,415,485,
35.060215,0,1,99,414,486,
35.081520,0,1,99,413,487,
35.118534,0,1,98,414,487,
35.209076,0,1,97,415,487,
35.236351,0,1,97,414,488,
35.275921,0,1,97,413,489,
35.306358,0,1,97,412,490,
35.324898,0,1,97,411,491,
35.346245,0,1,96,412,491,
35.364922,0,1,96,411,492,
35.396896,0,1,95,412,492,
35.427025,0,1,95,411,493,
35.527893,0,1,95,410,494,
35.568226,0,1,94,411,494,
35.631012,0,1,94,410,495,
35.651649,0,1,94,409,496,
35.679718,0,1,93,410,496,
35.704948,0,1,93,409,497,
35.724812,0,1,93,408,498,
35.755589,0,1,93,407,499,
35.806366,0,1,92,408,499,
35.846718,0,1,92,407,500,
35.866135,0,1,92,406,501,
35.888245,0,1,92,405,502,
35.919155,0,1,91,406,502,
35.942757,0,1,91,405,503,
35.974693,0,1,91,404,504,
36.024471,0,1,91,403,505,
36.048252,0,1,91,402,506,
36.076504,0,1,91,401,507,
36.095444,0,1,91,400,508,
36.137283,0,1,91,399,509,
36.168434,0,1,90,400,509,
36.211132,0,1,89,401,509,
36.237759,0,1,89,400,510,
36.279018,0,1,88,401,510,
36.310986,0,1,88,400,511,
36.360279,0,1,88,399,512,
36.419682,0,1,87,400,512,
36.441521,0,1,86,401,512,
36.471527,0,1,86,400,513,
36.518162,0,1,85,401,513,
36.539799,0,1,85,400,514,
36.562534,0,1,85,399,515,
36.583351,0,1,85,398,516,
36.628498,0,1,84,399,516,
36.657154,0,1,84,398,517,
36.690239,0,1,84,397,518,
36.714691,0,1,83,398,518,
36.753044,0,1,82,399,518,
36.852367,0,1,82,398,519,
36.884689,0,1,82,397,520,
36.947823,0,1,81,398,520,
36.967945,0,1,81,397,521,
37.003658,0,1,80,398,521,
37.086235,0,1,79,399,521,
37.119625,0,1,79,398,522,
37.165195,0,1,79,397,523,
37.215660,0,1,79,396,524,
37.245354,0,1,79,395,525,
37.271725,0,1,79,394,526,
37.346546,0,1,78,395,526,
37.390579,0,1,77,396,526,
37.431385,0,1,77,395,527,
37.452721,0,1,77,394,528,
37.498047,0,1,77,393,529,
37.528046,0,1,76,394,529,
37.548683,0,1,76,393,530,
37.579399,0,1,76,392,531,
37.639919,0,1,76,391,532,
37.684563,0,1,75,392,532,
37.762447,0,1,75,391,533,
37.818039,0,1,75,390,534,
37.866913,0,1,75,389,535,
37.896847,0,1,75,388,536,
37.919594,0,1,75,387,537,
37.945835,0,1,75,386,538,
38.059631,0,1,75,385,539,
38.145020,0,1,74,386,539,
38.170986,0,1,74,385,540,
38.212452,0,1,74,384,541,
38.257130,0,1,74,383,542,
38.285145,0,1,73,384,542,
38.328690,0,1,73,383,543,
38.359295,0,1,73,382,544,
38.411427,0,1,73,381,545,
38.435719,0,1,73,380,546,
38.485851,0,1,72,381,546,
38.555534,0,1,72,380,547,
38.596443,0,1,71,381,547,
38.624836,0,1,71,380,548,
38.699360,0,1,70,381,548,
38.738121,0,1,70,380,549,
38.761021,0,1,70,379,550,
38.800117,0,1,70,378,551,
38.846992,0,1,70,377,552,
38.876266,0,1,70,376,553,
38.916893,0,1,70,375,554,
38.944275,0,1,70,374,555,
38.975857,0,1,70,373,556,
39.013977,0,1,70,372,557,
39.035805,0,1,70,371,558,
39.057758,0,1,70,370,559,
39.099628,0,1,70,369,560,
39.134491,0,1,70,368,561,
39.181808,0,1,70,367,562,
39.237019,0,1,70,366,563,
